Data_center,power_usage_2023_kwh,power_usage_per_hour_2023_kwh,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,market,Number_of_Market_Data_Centers,states,Number_of_States_Data_Centers
ColoVegas,85417.675,9.750876142,2240 Corporate Cir,-115.0891776,36.0282316,ROOFTOP,Las Vegas,27,Nevada,40
NocRoom Las Vegas Colocation,85417.675,9.750876142,7135 South Decatur Blvd,-115.2102389,36.0599212,ROOFTOP,Las Vegas,27,Nevada,40
Novva Tahoe Reno,85417.675,9.750876142,1 Astro Way,-83.6515148,39.4193368,RANGE_INTERPOLATED,Reno,13,Nevada,40
EdgeCore Reno Campus,85417.675,9.750876142,3000 USA Parkway,-119.481795,39.524352,ROOFTOP,Reno,13,Nevada,40
PowerHouse Reno,85417.675,9.750876142,600 Britain Dr,-119.495145,39.557847,ROOFTOP,Reno,13,Nevada,40
Peru Shelf Technology Park,85417.675,9.750876142,"Peru Dr & Denmark Dr, Tahoe-Reno Industrial Center",-119.4857911,39.5416506,GEOMETRIC_CENTER,Reno,13,Nevada,40
Google Storey County Data Center,85417.675,9.750876142,7400 USA Pkwy,-119.424771,39.492107,ROOFTOP,Reno,13,Nevada,40
CENTRA Reno (RNO01),85417.675,9.750876142,200 S Virginia St,-119.8113578,39.5229986,ROOFTOP,Reno,13,Nevada,40
Switch TAHOE RENO,85417.675,9.750876142,1 SUPERLOOP Circle,,,,Reno,13,Nevada,40
South Valley Technology Park,85417.675,9.750876142,9000 USA Pkwy,-119.3948304,39.471646,ROOFTOP,Reno,13,Nevada,40
Apple Sparks Data Center,85417.675,9.750876142,21905 Reno Technology Pkwy E,-119.8142691,39.529919,APPROXIMATE,Reno,13,Nevada,40
Lumen Reno 1,85417.675,9.750876142,220 Gardner Street,-118.3532687,34.0887207,GEOMETRIC_CENTER,Reno,13,Nevada,40
Roller Network,85417.675,9.750876142,3545 Airway Dr.,-119.769965,39.4693478,ROOFTOP,Reno,13,Nevada,40
CC Communications,85417.675,9.750876142,50 W. Williams Ave,-118.7778236,39.4751097,ROOFTOP,Reno,13,Nevada,40
Xogenous,85417.675,9.750876142,1175 Fairview Drive,-119.80603,39.43615451,GoogleMap,Reno,13,Nevada,40
113 North Myers Street (CLT10),43814.36066,5.001639344,113 North Myers Street,-80.8355376,35.2218867,ROOFTOP,Charlotte,29,North Carolina,61
125 North Myers Street (CTL11),43814.36066,5.001639344,125 North Myers Street,-80.8353129,35.2221137,ROOFTOP,Charlotte,29,North Carolina,61
Flexential Charlotte - South Data Center,43814.36066,5.001639344,8910 Lenox Pointe Drive,-80.9369318,35.1354027,ROOFTOP,Charlotte,29,North Carolina,61
Flexential Charlotte - North Data Center,43814.36066,5.001639344,10105 David Taylor Drive,-80.7657984,35.3297403,ROOFTOP,Charlotte,29,North Carolina,61
731 East Trade Street (CTL12),43814.36066,5.001639344,731 East Trade Street,-80.8360056,35.2215699,ROOFTOP,Charlotte,29,North Carolina,61
TierPoint Charlotte 4- Center Park,43814.36066,5.001639344,1805 Center Park Drive,-80.9281183,35.1731908,ROOFTOP,Charlotte,29,North Carolina,61
TierPoint Charlotte 2 - North Myers,43814.36066,5.001639344,125 N. Myers St.,-80.8353129,35.2221137,ROOFTOP,Charlotte,29,North Carolina,61
Segra Kannapolis,43814.36066,5.001639344,465 Charles Babbage Lane,-80.6227849,35.505162,ROOFTOP,Charlotte,29,North Carolina,61
Segra Charlotte 2,43814.36066,5.001639344,3101 International Airport Drive,-80.9384854,35.1937622,ROOFTOP,Charlotte,29,North Carolina,61
T5 Data Centers - T5@Charlotte,43814.36066,5.001639344,131 Riverside Ct,-117.3754942,33.9806005,APPROXIMATE,Charlotte,29,North Carolina,61
Segra Charlotte 1,43814.36066,5.001639344,3100 International Airport Dr,-80.9378231,35.1937132,ROOFTOP,Charlotte,29,North Carolina,61
ScaleMatrix Charlotte,43814.36066,5.001639344,1805 Center Park Drive,-80.9281183,35.1731908,ROOFTOP,Charlotte,29,North Carolina,61
CentriLogic Lenoir,43814.36066,5.001639344,801 Main Street NW,-93.322028,45.1976268,GEOMETRIC_CENTER,Charlotte,29,North Carolina,61
H5 Data Centers Charlotte,43814.36066,5.001639344,10105 David Taylor Dr,-80.7657984,35.3297403,ROOFTOP,Charlotte,29,North Carolina,61
CENTRA Charlotte (CLT01),43814.36066,5.001639344,701 E Trade St,-80.8367668,35.2220969,ROOFTOP,Charlotte,29,North Carolina,61
Charlotte Colocation Center,43814.36066,5.001639344,5821 Fairview Road,-80.8418243,35.1520365,ROOFTOP,Charlotte,29,North Carolina,61
Cogent Data Center - Charlotte,43814.36066,5.001639344,701 East Trade Street,-80.8367668,35.2220969,ROOFTOP,Charlotte,29,North Carolina,61
Meta Forest City Data Center,43814.36066,5.001639344,404 Social Circle,-80.87662557,35.29449936,GoogleMap,Charlotte,29,North Carolina,61
Windstream Charlotte,43814.36066,5.001639344,301 S McDowell St,-80.8375626,35.2180275,ROOFTOP,Charlotte,29,North Carolina,61
Lumen Charlotte 3,43814.36066,5.001639344,1027 N Church St,-80.83334746,35.23591302,GoogleMap,Charlotte,29,North Carolina,61
Lumen Charlotte 4,43814.36066,5.001639344,5001 Airport Center Pkwy,-80.9212691,35.2218489,ROOFTOP,Charlotte,29,North Carolina,61
Segra Charlotte 4,43814.36066,5.001639344,1612 Cross Beam Drive,-80.9263597,35.1800476,ROOFTOP,Charlotte,29,North Carolina,61
Lumen Charlotte 2,43814.36066,5.001639344,112 N. Myers Street,-80.8353136,35.2214321,ROOFTOP,Charlotte,29,North Carolina,61
Lumen Charlotte 1,43814.36066,5.001639344,4021 Rose Lake Drive,-80.9281181,35.1786726,ROOFTOP,Charlotte,29,North Carolina,61
Charlotte Gateway Data Center,43814.36066,5.001639344,120 N Myers Street,-118.3272902,34.164447,ROOFTOP,Charlotte,29,North Carolina,61
731 E Trade Data Center,43814.36066,5.001639344,731 E Trade Street,-80.8360056,35.2215699,ROOFTOP,Charlotte,29,North Carolina,61
TierPoint Charlotte 3,43814.36066,5.001639344,113 N. Myers St.,-118.2287922,34.0484246,RANGE_INTERPOLATED,Charlotte,29,North Carolina,61
CHARLOTTE DATA CENTER,43814.36066,5.001639344,9711 David Taylor Drive,-80.7572244,35.3260226,ROOFTOP,Charlotte,29,North Carolina,61
4021 Rose Lake Drive,43814.36066,5.001639344,4021 Rose Lake Drive,-80.9281181,35.1786726,ROOFTOP,Charlotte,29,North Carolina,61
DartPoints Asheville,43814.36066,5.001639344,100 Technology Drive,-117.7423769,33.6603352,ROOFTOP,Asheville,2,North Carolina,61
Automated Results Data Center,43814.36066,5.001639344,28772,-82.8371353,35.140543,APPROXIMATE,Asheville,2,North Carolina,61
Flexential Raleigh Data Center,43814.36066,5.001639344,5150 McCrimmon Parkway,-78.8288705,35.8503278,ROOFTOP,Raleigh,10,North Carolina,61
TierPoint Raleigh - RAL,43814.36066,5.001639344,5301 Departure Drive,-78.5970222,35.854359,ROOFTOP,Raleigh,10,North Carolina,61
LightEdge - Raleigh,43814.36066,5.001639344,8020 Arco Corporate Drive,-78.7786857,35.9075065,ROOFTOP,Raleigh,10,North Carolina,61
Segra Raleigh,43814.36066,5.001639344,2100 Garner Station Blvd.,-78.662364,35.7249828,ROOFTOP,Raleigh,10,North Carolina,61
American Tower AEDC Raleigh,43814.36066,5.001639344,6081 Chapel Hill Rd,-78.805706,35.8045003,GEOMETRIC_CENTER,Raleigh,10,North Carolina,61
Celito Data Center,43814.36066,5.001639344,1400 - 105 Sunday Drive,-78.73115813,35.79844941,GoogleMap,Raleigh,10,North Carolina,61
Lumen Raleigh 4,43814.36066,5.001639344,5301 Departure Dr,-78.5970222,35.854359,ROOFTOP,Raleigh,10,North Carolina,61
Lumen Raleigh 2,43814.36066,5.001639344,1918 Wake Forest Road,-78.6242117,35.8058507,ROOFTOP,Raleigh,10,North Carolina,61
Lumen Raleigh 3,43814.36066,5.001639344,3440 Tarheel Drive,-78.6094582,35.8259077,ROOFTOP,Raleigh,10,North Carolina,61
Tranquil Hosting,43814.36066,5.001639344,500 Gregson Dr,-78.8149819,35.7338798,ROOFTOP,Raleigh,10,North Carolina,61
Google Lenoir Data Center,43814.36066,5.001639344,708 Lynhaven Dr,-81.54748639,35.89833304,GoogleMap,Hickory,4,North Carolina,61
Microsoft Lyle Creek,43814.36066,5.001639344,1521 N NC 16 Hwy,-81.205876,35.727321,ROOFTOP,Hickory,4,North Carolina,61
Apple Newton Data Center,43814.36066,5.001639344,5977 Startown Rd,-81.2569565,35.5877634,ROOFTOP,Hickory,4,North Carolina,61
801 Main Street - Lenoir,43814.36066,5.001639344,801 Main Street NW,-93.322028,45.1976268,GEOMETRIC_CENTER,Hickory,4,North Carolina,61
DC BLOX High Point,43814.36066,5.001639344,Sheraton Ct,-122.839893,42.3608957,GEOMETRIC_CENTER,Greensboro,5,North Carolina,61
GTT Greensboro Data Center,43814.36066,5.001639344,414 N. Church Street,-79.3792987,43.6609806,ROOFTOP,Greensboro,5,North Carolina,61
Lumen Greensboro 1,43814.36066,5.001639344,201 E Creekridge Road,-79.79453966,36.02893858,GoogleMap,Greensboro,5,North Carolina,61
Lumen Greensboro 2,43814.36066,5.001639344,496 Gallimore Dairy Rd,-79.9512494,36.0692008,ROOFTOP,Greensboro,5,North Carolina,61
Dynamic Quest,43814.36066,5.001639344,4821 Koger Blvd.,-79.8816114,36.049759,ROOFTOP,Greensboro,5,North Carolina,61
"AIT.com -Fayetteville, NC",43814.36066,5.001639344,421 Maiden Lane,-74.0076051,40.7074225,GEOMETRIC_CENTER,Fayetteville,1,North Carolina,61
GIGA Data Center-1,43814.36066,5.001639344,1035 Mecklenburg Hwy,-80.8283609,35.5639878,ROOFTOP,Mooresville,1,North Carolina,61
CyrusOne DUR1 - Durham,43814.36066,5.001639344,2223 NE Creek Pkwy,-78.8808079,35.9349768,ROOFTOP,Durham NC,2,North Carolina,61
TierPoint Raleigh - RTP,43814.36066,5.001639344,99 T W. Alexander Drive,-3.3627042,55.1155531,RANGE_INTERPOLATED,Durham NC,2,North Carolina,61
Microsoft Boyd Farms Campus,43814.36066,5.001639344,Zeb Haynes Rd & Old Maiden Rd,-81.2305543,35.5874982,GEOMETRIC_CENTER,Maiden,2,North Carolina,61
Microsoft Boyd Farms Data Center 1,43814.36066,5.001639344,1260 Old Maiden Rd,-81.2339632,35.5889995,RANGE_INTERPOLATED,Maiden,2,North Carolina,61
Segra Winston-Salem,43814.36066,5.001639344,3310 Old Lexington Road,-80.226524,36.0558123,ROOFTOP,Winston Salem,2,North Carolina,61
SolidSpace,43814.36066,5.001639344,450 W. Hanes Mill Road,-80.2819728,36.1811969,ROOFTOP,Winston Salem,2,North Carolina,61
NC Data Center Park,43814.36066,5.001639344,2394 Penny Road,-81.15647383,35.69999839,GoogleMap,Catawba,1,North Carolina,61
Goldsboro Networks,43814.36066,5.001639344,113 W Edwards St,-92.037582,29.957724,ROOFTOP,Goldsboro,1,North Carolina,61
Core Scientific Marble,43814.36066,5.001639344,155 Palmer Ln,-83.9161407,35.18552252,GoogleMap,Marble,1,North Carolina,61
DC BLOX Birmingham,99280,11.3333333,433 6th Street South,-93.2654991,44.9751495,RANGE_INTERPOLATED,Birmingham,5,Alabama,16
Lumen Birmingham 2,99280,11.3333333,401 6th Ave S,-80.0531161,26.6084996,RANGE_INTERPOLATED,Birmingham,5,Alabama,16
Lumen Birmingham 1,99280,11.3333333,2001 Park Place North,-86.80981177,33.51950347,GoogleMap,Birmingham,5,Alabama,16
Southern Telecom Birmingham,99280,11.3333333,600 18th St N,-86.8128941,33.5180081,ROOFTOP,Birmingham,5,Alabama,16
Fresh Technology,99280,11.3333333,2200 Riverchase Center,-86.7833209,33.3636724,ROOFTOP,Birmingham,5,Alabama,16
Meta Montgomery Data Center,99280,11.3333333,36105,-86.2767995,32.2334312,APPROXIMATE,Montgomery,2,Alabama,16
"Sparrow Technology Solutions, LLC.",99280,11.3333333,3015 McGehee Rd.,-86.2585119,32.3381089,ROOFTOP,Montgomery,2,Alabama,16
Uniti Fiber Alabama Data Center,99280,11.3333333,650 Clinic Dr,-88.17972999,30.70204859,GoogleMap,Mobile,3,Alabama,16
Lumen Mobile 1,99280,11.3333333,50 N. Lawrence St.,-75.145356,39.965206,ROOFTOP,Mobile,3,Alabama,16
"Assurance Technology, LLp",99280,11.3333333,316 Bel Air Blvd,-88.1183369,30.6747632,ROOFTOP,Mobile,3,Alabama,16
AUBix Data Center,99280,11.3333333,1571 W Samford Ave,-85.513409,32.601021,ROOFTOP,Auburn,1,Alabama,16
DC BLOX Huntsville,99280,11.3333333,333 Diamond Drive NW,-86.6928945,34.7099305,ROOFTOP,Huntsville,3,Alabama,16
Simple Helix Data Center,99280,11.3333333,165 West Park Loop NW,-86.691892,34.7454409,ROOFTOP,Huntsville,3,Alabama,16
Meta Hunstville Data Center,99280,11.3333333,5400 Prosperity Dr NW,-86.629529,34.840567,ROOFTOP,Huntsville,3,Alabama,16
Citynet Bridgeport,99280,11.3333333,100 Platinum Dr,-79.7288637,43.5359434,GEOMETRIC_CENTER,Bridgeport,2,Alabama,16
Google Jackson County Data Center,99280,11.3333333,48809 Al Highway 277,-85.74493537,34.92039355,GoogleMap,Bridgeport,2,Alabama,16
TierPoint Sioux Falls East,559388.5714,63.85714286,700 E. 54th St. North,-96.7168743,43.5960354,ROOFTOP,Sioux Falls,4,South Dakota,4
TierPoint Sioux Falls West,559388.5714,63.85714286,5300 N La Mesa Drive,-96.8090607,43.6070772,ROOFTOP,Sioux Falls,4,South Dakota,4
Midco Sioux Falls,559388.5714,63.85714286,5401 S Solberg Ave,-96.7856688,43.4966352,ROOFTOP,Sioux Falls,4,South Dakota,4
Midco Yankton,559388.5714,63.85714286,2106 W City Limits Rd,-97.416499,42.892008,ROOFTOP,Sioux Falls,4,South Dakota,4
"Airnet, by Dataprise",28850.86957,3.293478261,801 Broad Street,-75.1658764,39.9405422,RANGE_INTERPOLATED,Chattanooga,4,Tennessee,46
DC BLOX Chattanooga,28850.86957,3.293478261,807 East 16th Street,-73.972823,40.7298444,RANGE_INTERPOLATED,Chattanooga,4,Tennessee,46
Peacecom Chattanooga,28850.86957,3.293478261,1100 East 11th Street,121.0105159,24.8314925,ROOFTOP,Chattanooga,4,Tennessee,46
MCA corporate,28850.86957,3.293478261,6048 century oaks dr,-78.8948273,35.9413924,RANGE_INTERPOLATED,Chattanooga,4,Tennessee,46
Flexential Nashville - Cool Springs Data Center,28850.86957,3.293478261,425 Duke Dr.,-86.75963969,36.20684141,GoogleMap,Nashville,26,Tennessee,46
Flexential Nashville - Brentwood Data Center,28850.86957,3.293478261,7100 Commerce Way,-86.78056276,36.16132605,GoogleMap,Nashville,26,Tennessee,46
Flexential Nashville - Franklin Data Center,28850.86957,3.293478261,"4600 Carothers Parkway, Franklin TN, 37067",-86.8156786,35.9198234,ROOFTOP,Nashville,26,Tennessee,46
Centersquare Nashville,28850.86957,3.293478261,1398 Gateway Dr.,103.741944,1.3353855,GEOMETRIC_CENTER,Nashville,26,Tennessee,46
TierPoint Nashville,28850.86957,3.293478261,311 Eddy Lane,-86.8558198,35.9246013,ROOFTOP,Nashville,26,Tennessee,46
EdgeConneX Nashville - EDCNAS01,28850.86957,3.293478261,"1841 Air Lane Dr, Building 3",-86.7017215,36.1448813,ROOFTOP,Nashville,26,Tennessee,46
H5 Data Centers Nashville,28850.86957,3.293478261,211 Commerce St,-86.77628871,36.16263039,GoogleMap,Nashville,26,Tennessee,46
365 Data Centers - Nashville,28850.86957,3.293478261,147 Fourth Avenue,-73.9393999,40.8043312,GEOMETRIC_CENTER,Nashville,26,Tennessee,46
Meta Gallatin - Building 5,28850.86957,3.293478261,Meta Lp,-86.3728929,36.4096621,GEOMETRIC_CENTER,Nashville,26,Tennessee,46
Meta Gallatin Campus,28850.86957,3.293478261,1 Meta Lp,-86.3696363,36.4119349,ROOFTOP,Nashville,26,Tennessee,46
Windstream Nashville,28850.86957,3.293478261,940 3rd Ave North,-86.78367155,36.17377945,GoogleMap,Nashville,26,Tennessee,46
Meta Gallatin - Building 2,28850.86957,3.293478261,Meta Lp,-86.3728929,36.4096621,GEOMETRIC_CENTER,Nashville,26,Tennessee,46
Meta Gallatin - Building 6,28850.86957,3.293478261,Meta Lp,-86.3728929,36.4096621,GEOMETRIC_CENTER,Nashville,26,Tennessee,46
Meta Gallatin - Building 3,28850.86957,3.293478261,Meta Lp,-86.3728929,36.4096621,GEOMETRIC_CENTER,Nashville,26,Tennessee,46
Windstream Brentwood,28850.86957,3.293478261,105 Westwood Pl,-86.80610541,36.03712603,GoogleMap,Nashville,26,Tennessee,46
Cogent Data Center - Nashville,28850.86957,3.293478261,338 Woodycrest Ave,-79.3451776,43.6879675,RANGE_INTERPOLATED,Nashville,26,Tennessee,46
Meta Gallatin - Building 4,28850.86957,3.293478261,Meta Lp,-86.3728929,36.4096621,GEOMETRIC_CENTER,Nashville,26,Tennessee,46
Meta Gallatin - Building 1,28850.86957,3.293478261,Meta Lp,-86.3728929,36.4096621,GEOMETRIC_CENTER,Nashville,26,Tennessee,46
Peacecom NREP,28850.86957,3.293478261,37217,-86.6308759,36.0964827,APPROXIMATE,Nashville,26,Tennessee,46
Lumen Nashville 3,28850.86957,3.293478261,2208 9th Ave North,-82.6633661,27.7807855,RANGE_INTERPOLATED,Nashville,26,Tennessee,46
Lumen Berry Hill,28850.86957,3.293478261,708 Melrose Ave,-86.75896606,36.11966628,GoogleMap,Nashville,26,Tennessee,46
Lumen Nashville 2,28850.86957,3.293478261,2530 Perimeter Place Drive,-86.6797864,36.1498688,ROOFTOP,Nashville,26,Tennessee,46
Lumen Nashville 1,28850.86957,3.293478261,2990 Sidco Drive,-86.7556221,36.1024587,ROOFTOP,Nashville,26,Tennessee,46
Data Suites,28850.86957,3.293478261,1020 W College St,-93.85536329,33.94735045,GoogleMap,Nashville,26,Tennessee,46
DataBank - zColo - 209 10th Ave South,28850.86957,3.293478261,209 10th Ave South,-93.2539517,44.9760085,RANGE_INTERPOLATED,Nashville,26,Tennessee,46
IRIS - Nashville,28850.86957,3.293478261,211 Commerce Street,-86.7762776,36.1626255,ROOFTOP,Nashville,26,Tennessee,46
TenHats Knoxville,28850.86957,3.293478261,550 Fort Summit Way,-81.6531436,28.2288226,RANGE_INTERPOLATED,Knoxville,4,Tennessee,46
Peacecom Knoxville,28850.86957,3.293478261,500 W. Summit Hill,-83.9214069,35.965453,ROOFTOP,Knoxville,4,Tennessee,46
Windstream Knoxville,28850.86957,3.293478261,2333 Lovell Rd,-84.125031,35.9519089,RANGE_INTERPOLATED,Knoxville,4,Tennessee,46
Infinity Data Center,28850.86957,3.293478261,2575 Willow Point Way,-84.139185,35.958519,ROOFTOP,Knoxville,4,Tennessee,46
Windstream Bristol,28850.86957,3.293478261,112 6th St,-82.18357649,36.59312233,GoogleMap,Bristol,1,Tennessee,46
Aeneas Internet & Telephone,28850.86957,3.293478261,300 N Cumberland St,-88.81604743,35.61618188,GoogleMap,Jackson,1,Tennessee,46
EdgeConneX Memphis - EDCMEM01,28850.86957,3.293478261,"4005 S Mendenhall Rd, Unit #6",-89.8853563,35.0387834,ROOFTOP,Memphis,7,Tennessee,46
DataBank MEM1 - Memphis,28850.86957,3.293478261,7620 Appling Center Dr,-89.8084231,35.2031039,ROOFTOP,Memphis,7,Tennessee,46
Expedient Memphis,28850.86957,3.293478261,3180 Players Lane,-89.7861257,35.0629714,ROOFTOP,Memphis,7,Tennessee,46
Verizon Memphis,28850.86957,3.293478261,5127 Truse Rd,-89.8909659,35.1086238,ROOFTOP,Memphis,7,Tennessee,46
Sentinel TN-1,28850.86957,3.293478261,3180 Players Ln,-89.7861257,35.0629714,ROOFTOP,Memphis,7,Tennessee,46
Lumen Memphis 1,28850.86957,3.293478261,3993 Crowfarn Drive,-89.9307347,35.0288278,ROOFTOP,Memphis,7,Tennessee,46
Worldspice,28850.86957,3.293478261,5050 Poplar Ave,-89.8931179,35.1131636,ROOFTOP,Memphis,7,Tennessee,46
Litewire,28850.86957,3.293478261,204 Red Rd.,-80.2926691,25.9111402,GEOMETRIC_CENTER,McMinnville,1,Tennessee,46
Google Montgomery County Data Center,28850.86957,3.293478261,1000 Boolean Dr,-87.2640579,36.6194398,ROOFTOP,Clarksville,1,Tennessee,46
Day Star Data Center,28850.86957,3.293478261,712 N. Cumberland St,-90.2277218,29.9852551,ROOFTOP,Lebanon TN,1,Tennessee,46
TierPoint Baltimore - BWI,3568.888889,0.407407407,813 Pinnacle Drive,-76.68297133,39.21341054,GoogleMap,Baltimore,15,Maryland,26
TierPoint Baltimore - BAL,3568.888889,0.407407407,1401 Russell St,144.9677186,-37.8118072,GEOMETRIC_CENTER,Baltimore,15,Maryland,26
AiNET One Market Center,3568.888889,0.407407407,300 West Lexington Street,-87.6409105,41.872825,RANGE_INTERPOLATED,Baltimore,15,Maryland,26
DataBank BWI1 - Downtown Baltimore,3568.888889,0.407407407,300 West Lexington Street,-87.6409105,41.872825,RANGE_INTERPOLATED,Baltimore,15,Maryland,26
Expedient Owings Mills,3568.888889,0.407407407,11155 Red Run,-76.81178434,39.4270887,GoogleMap,Baltimore,15,Maryland,26
Expedient Tide Point,3568.888889,0.407407407,1050 Hull Street,-77.4431353,37.5213871,RANGE_INTERPOLATED,Baltimore,15,Maryland,26
AiNET CyberNAP,3568.888889,0.407407407,7900 Ritchie Hwy,-76.6060397,39.1386697,ROOFTOP,Baltimore,15,Maryland,26
Cogent Data Center - Elkridge,3568.888889,0.407407407,6050 Race Rd,-76.7124545,39.2034554,ROOFTOP,Baltimore,15,Maryland,26
Crown Castle Baltimore,3568.888889,0.407407407,111 Market Place,-76.60613975,39.28735704,GoogleMap,Baltimore,15,Maryland,26
Lumen Baltimore,3568.888889,0.407407407,300 West Lexington Street,-87.6409105,41.872825,RANGE_INTERPOLATED,Baltimore,15,Maryland,26
Commercial Media,3568.888889,0.407407407,1430 Joh Ave.,-76.6708651,39.2604522,ROOFTOP,Baltimore,15,Maryland,26
IDMS-BAL01,3568.888889,0.407407407,1 South St,-74.0142273,40.7010684,ROOFTOP,Baltimore,15,Maryland,26
DataBank - zColo - 111 Market Pl,3568.888889,0.407407407,111 Market Pl,-76.60613975,39.28735704,GoogleMap,Baltimore,15,Maryland,26
Candler Building,3568.888889,0.407407407,111 Market Place,-76.60613975,39.28735704,GoogleMap,Baltimore,15,Maryland,26
One Market Center,3568.888889,0.407407407,300 W. Lexington St.,-76.6204858,39.2917331,ROOFTOP,Baltimore,15,Maryland,26
Maryland Hyperscale Campus,3568.888889,0.407407407,5601 Manor Woods Road,-77.4673569,39.3343337,ROOFTOP,Frederick,4,Maryland,26
Xecunet Data Center,3568.888889,0.407407407,5744-R Industry Lane,-77.4146325,39.3916463,ROOFTOP,Frederick,4,Maryland,26
Frederick Data Center I,3568.888889,0.407407407,5301 Buckeystown Pike,-77.4078871,39.3778813,ROOFTOP,Frederick,4,Maryland,26
Frederick Data Center II,3568.888889,0.407407407,7340 Executive Way,-77.4062125,39.3681802,ROOFTOP,Frederick,4,Maryland,26
Coloco,3568.888889,0.407407407,11700 Montgomery Road,-76.92589816,39.05284158,GoogleMap,Beltsville,3,Maryland,26
MOSAIC DATA - BELT,3568.888889,0.407407407,20705,-76.9066829,39.0455425,APPROXIMATE,Beltsville,3,Maryland,26
Verizon Beltsville,3568.888889,0.407407407,7020 Virginia Manor Road,-76.8928536,39.061017,ROOFTOP,Beltsville,3,Maryland,26
Silver Spring/DC Metro,3568.888889,0.407407407,12401 Prosperity Drive,-76.9643299,39.0585695,ROOFTOP,Silver Spring,2,Maryland,26
Atlantech Online,3568.888889,0.407407407,1010 Wayne Avenue,-77.0211179,38.9977698,GEOMETRIC_CENTER,Silver Spring,2,Maryland,26
AiNET Coloco #8,3568.888889,0.407407407,312 Laurel Ave,-76.8501426,39.103067,GEOMETRIC_CENTER,Laurel,1,Maryland,26
Rockville Datacenter,3568.888889,0.407407407,1201 Seven Locks Road,-77.1600384,39.0643192,ROOFTOP,Rockville,1,Maryland,26
OneNeck Des Moines,206444,23.5666667,390 NE Alices Road,-93.8538171,41.6116463,RANGE_INTERPOLATED,Des Moines,16,Iowa,29
InfoBunker,206444,23.5666667,3101 Ingersoll Ave,-93.6595819,41.5864294,ROOFTOP,Des Moines,16,Iowa,29
LightEdge - Altoona II,206444,23.5666667,1401 Northridge Circle NE,-96.1415393,41.553343,RANGE_INTERPOLATED,Des Moines,16,Iowa,29
Cologix DSM1,206444,23.5666667,666 Walnut Street,-75.1522269,39.9478559,RANGE_INTERPOLATED,Des Moines,16,Iowa,29
LightEdge - Altoona I,206444,23.5666667,1435 Northridge Circle NE,-96.1415393,41.553343,RANGE_INTERPOLATED,Des Moines,16,Iowa,29
Consolidated Des Moines,206444,23.5666667,400 Locust Street,-93.6306848,41.5856128,GEOMETRIC_CENTER,Des Moines,16,Iowa,29
Microsoft Project Alluvion,206444,23.5666667,550 White Crane Rd,-93.7088299,41.5161264,ROOFTOP,Des Moines,16,Iowa,29
Microsoft Project Mountain,206444,23.5666667,8855 Grand Avenue,-93.82435928,41.5398067,GoogleMap,Des Moines,16,Iowa,29
Microsoft Project Osmium,206444,23.5666667,5855 SW Kerry St,-93.7886638,41.4968628,ROOFTOP,Des Moines,16,Iowa,29
Apple Waukee Data Center,206444,23.5666667,2995 W Hickman Rd,-93.6582925,41.6152226,RANGE_INTERPOLATED,Des Moines,16,Iowa,29
Microsoft Project Ginger West,206444,23.5666667,11100 Booneville Rd,-93.8653015,41.5350307,ROOFTOP,Des Moines,16,Iowa,29
Microsoft Project Ginger East,206444,23.5666667,1475 SE Maffitt Lake Ct,-93.7246289,41.5165246,ROOFTOP,Des Moines,16,Iowa,29
Windstream Des Moines,206444,23.5666667,3540 SW 61st St,-82.4113944,29.6451114,RANGE_INTERPOLATED,Des Moines,16,Iowa,29
Meta Altoona Data Center,206444,23.5666667,100 Share Way NW,-93.5146751,41.6643612,ROOFTOP,Des Moines,16,Iowa,29
Lumen Des Moines,206444,23.5666667,4550 Carlisle Rd,-76.8547176,40.0053438,RANGE_INTERPOLATED,Des Moines,16,Iowa,29
Aureon Data Center,206444,23.5666667,50266,-93.8146526,41.5680235,APPROXIMATE,Des Moines,16,Iowa,29
US Secure Hosting Center,206444,23.5666667,24253 US Highway 151,-91.0921286,42.2840757,ROOFTOP,Monticello,2,Iowa,29
ITS Data Center,206444,23.5666667,22068 Business Hwy 151,-91.16097433,42.25302412,GoogleMap,Monticello,2,Iowa,29
Ark Data Centers Marion,206444,23.5666667,5055 Rec Dr,-91.5542847,42.0528933,ROOFTOP,Cedar Rapids,2,Iowa,29
Enseva Hiawatha,206444,23.5666667,755 Metzger Dr,-91.67957,42.0563218,ROOFTOP,Cedar Rapids,2,Iowa,29
OneNeck IT Solutions,206444,23.5666667,1205 Technology Parkway,-76.9858128,40.2744008,RANGE_INTERPOLATED,Cedar Falls,2,Iowa,29
Cologix DSM2,206444,23.5666667,1205 Technology Parkway,-76.9858128,40.2744008,RANGE_INTERPOLATED,Cedar Falls,2,Iowa,29
CyrusOne OCB1 - Council Bluffs,206444,23.5666667,4700 Gifford Rd.,-71.0749628,41.6393585,GEOMETRIC_CENTER,Council Bluffs,2,Iowa,29
Google Council Bluffs Data Center,206444,23.5666667,1430 Veterans Memorial Hwy,-73.1873862,40.8101339,RANGE_INTERPOLATED,Council Bluffs,2,Iowa,29
Bluebird Quad Cities Data Center,206444,23.5666667,2701 Devils Glen Rd,-90.4824273,41.5502671,ROOFTOP,Davenport,2,Iowa,29
Meta Davenport,206444,23.5666667,Hillandale Rd & Enterprise Way,-78.9356533,36.0375401,GEOMETRIC_CENTER,Davenport,2,Iowa,29
